"taxonUUID","taxonRank","kingdom","simplifiedScientificName","categoryIUCN","new_iucn","source_process"
"e6a3dfc3-82eb-4727-bcb3-3673f7307f43","species","Fungi","Homophron spadiceum","","易危（VU, Vulnerable）","IUCN_change_output"
"a10973e9-a5d0-4158-b18b-a009bf8b7295","species","Fungi","Armillaria matsutake","","易危（VU, Vulnerable）","IUCN_change_output"
"5e16f5f7-a8ac-4bbb-a089-6169b545b0f5","species","Fungi","Descomyces albellus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"19925efd-46ca-430a-9d28-4ff3a406feb0","species","Fungi","Lycoperdon gemmatum","","暫無危機（LC, Least Concern）","IUCN_change_output"
"d601117b-233e-4d9d-b8aa-79decbecb013","species","Fungi","Phaeolepiota aurea","","暫無危機（LC, Least Concern）","IUCN_change_output"
"0f3debff-550c-4e1d-80de-22cbed32f97f","species","Fungi","Pseudoclitocybe cyathiformis","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"16dc0262-8506-45bf-a418-aa24f4ca8f66","species","Fungi","Pholiota lenta","","暫無危機（LC, Least Concern）","IUCN_change_output"
"f39f11a6-17f8-47b7-b3ca-f3097b64eeaf","species","Fungi","Boletellus obscurecoccineus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"7b33d896-70af-498a-9be7-59c677ab16da","species","Fungi","Boletus badius","","暫無危機（LC, Least Concern）","IUCN_change_output"
"400732c8-f030-4b30-9ef1-ef09038e5c78","species","Fungi","Pseudoplectania vogesiaca","","接近受脅（NT, Near Threatened）","IUCN_change_output"
"a8c250d9-3af1-40dc-811f-08c474f1ceab","species","Animalia","Gnatholepis davaoensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"23d46e0b-c8c7-41da-87fa-c2399d393853","species","Animalia","Lamnostoma polyophthalmum","","暫無危機（LC, Least Concern）","IUCN_change_output"
"71032ede-751e-4394-b718-d607b7ba727b","species","Animalia","Cephaloscyllium formosanum","暫無危機（LC, Least Concern）","接近受脅（NT, Near Threatened）","IUCN_change_output"
"08126258-4ba3-4f8a-b3eb-f9ea13a6e32f","species","Animalia","Antigone canadensis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"cc2a88f6-28ce-43ea-8230-d4403462c47e","species","Animalia","Barbonymus schwanenfeldii","","暫無危機（LC, Least Concern）","IUCN_change_output"
"e0781c13-9ad0-4713-ad3b-ad7d2a3861e4","species","Animalia","Delias acalis","","暫無危機（LC, Least Concern）","IUCN_change_output"
"73c3501d-a938-4082-a0b0-8427cdf89015","species","Animalia","Willemoesia forceps","暫無危機（LC, Least Concern）","資料缺乏（DD, Data Deficient）","IUCN_change_output"
"ae63a1d0-7795-4542-814e-11a7f1a7bc2e","species","Animalia","Papilio polydorus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"1d99b38a-7163-4b9f-9693-a792660ee115","infraspecies","Animalia","Psammodynastes pulverulentus papenfussi","","暫無危機（LC, Least Concern）","IUCN_change_output"
"eb1a7acd-50d8-45fb-b5ab-7f886b85b6dd","species","Animalia","Himantopus leucocephalus","","暫無危機（LC, Least Concern）","IUCN_change_output"
"9187395c-6b33-48c6-9320-d5e71e9019ce","species","Animalia","Lentipes multiradiatus","","暫無危機（LC, Least Concern）","IUCN_change_output"
