"taxonUUID","taxonRank","kingdom","simplifiedScientificName","current_redlistTW","suggested_redlistTW","source_process"
"7ec6c0ca-959a-44f2-bf1f-3fb63dca6530","species","Animalia","Orolestes selysi","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"9e6bcca4-6b08-4501-a10b-7d60700e4a2b","species","Animalia","Matrona cyanoptera","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"290eed6d-3ae6-464d-9f66-80f898178bf0","species","Animalia","Mnais tenuis","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
"62dac292-35f3-4ba3-8797-d31462cce697","species","Animalia","Neurobasis chinensis","","未評估（NE, Not Evaluated）","corrected_redlistTW"
"abac735a-24a7-441d-9c5d-3376224295df","species","Animalia","Psolodesmus mandarinus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"2cadf583-a820-44e7-8c2c-293710e69d35","species","Animalia","Sinolestes edita","","瀕危（EN, Endangered）","corrected_redlistTW"
"190f34b2-24a4-4a26-8d9c-7d905fdcbadc","species","Animalia","Rhipidolestes aculeatus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"decc7c45-a76b-43d6-8feb-1e4553ae144b","infraspecies","Animalia","Euploea eunice botelianus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"c29d6155-515b-420d-9576-c9088f744ef7","infraspecies","Animalia","Euploea eunice kadu","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"3f509cd7-5271-46da-80cc-485698a92a12","infraspecies","Animalia","Euploea sylvester laetifica","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"37aa9187-c19c-4ca1-96dd-9e117dcad5f4","infraspecies","Animalia","Euploea tulliolus pollita","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"ca26ab0f-eed4-4c01-a4ee-93c7d7844eeb","infraspecies","Animalia","Hypolimnas bolina iacintha","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"d45baf8e-3a15-404b-87f5-4bd4aac79de8","infraspecies","Animalia","Tirumala limniace orestilla","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"3e538ada-f285-420f-b52b-c35d787b359f","infraspecies","Animalia","Ypthima esakii wangi","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"4240e3e7-9981-490d-a032-36769e564c9b","infraspecies","Animalia","Hestina assimilis assimilis","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"de9fe7c0-dbb6-4ee5-a354-dda59b8bbe7e","infraspecies","Animalia","Idea leuconoe kwashotoensis","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"e5ddcc39-637d-4af1-9aca-b2ee17909881","infraspecies","Animalia","Papilio bianor kotoensis","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"5bda7999-2d85-4807-ac2c-8e134e52cdf8","infraspecies","Animalia","Papilio polytes ledebouria","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"47b4ff50-05ed-4153-a075-c8fb8cdf5e9c","infraspecies","Animalia","Papilio protenor liukiuensis","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"5b643d2f-e361-4a97-b908-c079158497cf","infraspecies","Animalia","Agriocnemis femina oryzae","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"31c38595-79d4-4382-a256-6bce09bf9dea","infraspecies","Animalia","Ceriagrion auranticum ryukyuanum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"fde0f09a-36a1-4cec-a83c-e4cf030a99d5","infraspecies","Animalia","Ceriagrion fallax fallax","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"49f8ec96-9627-418a-b7db-b60e158d494b","species","Animalia","Ischnura rubilio","","極危（CR, Critically Endangered）","corrected_redlistTW"
"9f879755-2385-48c5-b5cc-38e476c87123","infraspecies","Animalia","Paracercion calamorum dyeri","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"5b0a2a23-276c-41cd-bde9-c4fa8986b0b0","infraspecies","Animalia","Pseudagrion pilidorsum pilidorsum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"592888d1-97d1-43f2-9245-146c5c8da8b5","infraspecies","Animalia","Anax nigrofasciatus nigrofasciatus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"6f5208a4-0e18-41c4-845c-7a907add218d","infraspecies","Animalia","Planaeschna ishigakiana flavostria","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
"7a4988f7-6fe4-40a1-bb7e-d69258f354dc","infraspecies","Animalia","Aeshna petalura taiyal","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"9863ee73-4688-4093-91be-ddf84172609b","species","Animalia","Gomphidia fukienensis","","瀕危（EN, Endangered）","corrected_redlistTW"
"bd0ccfa8-1179-4181-8cd0-82feedc1ead3","infraspecies","Animalia","Stylogomphus shirozui shirozui","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"3dcf80dc-c609-4983-af75-d4b9c7a7996a","infraspecies","Animalia","Leptogomphus sauteri formosanus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"d9946b2c-0fe5-4134-b27d-4f3729c010d6","infraspecies","Animalia","Leptogomphus sauteri sauteri","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"1541536d-1f13-44c3-a0b2-e6754b66e95d","infraspecies","Animalia","Heliocypha perforata perforata","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"46c2db6d-a1b7-4294-927d-1a734d0437b7","infraspecies","Animalia","Libellago lineata lineata","","瀕危（EN, Endangered）","corrected_redlistTW"
"2923e97c-4957-4f18-98bb-c03f193cc24e","infraspecies","Animalia","Neurothemis tullia tullia","","極危（CR, Critically Endangered）","corrected_redlistTW"
"839c6d29-fcfd-4ba3-8391-d413e18f79bc","infraspecies","Animalia","Orthetrum albistylum speciosum","","極危（CR, Critically Endangered）","corrected_redlistTW"
"8c4839b8-d186-452b-9d03-4bfe0b321afd","species","Animalia","Orthetrum internum","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
"67449ef9-01f6-46d8-84aa-753183d327ef","infraspecies","Animalia","Orthetrum pruinosum clelia","","瀕危（EN, Endangered）","corrected_redlistTW"
"d505ac66-f898-4dca-af0e-d31747e9b216","infraspecies","Animalia","Orthetrum pruinosum neglectum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"5d2b1148-ef83-4e1a-bccf-80fe83ee5f8b","infraspecies","Animalia","Orthetrum sabina sabina","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"8f9515ba-199a-441f-ae43-31024d791ce4","infraspecies","Animalia","Rhyothemis regia regia","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"bf761e8c-35ff-4d4d-bdd6-aaef71e247d4","infraspecies","Animalia","Rhyothemis variegata arria","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"17cae73a-6031-4ab9-a152-f0b0c377148b","infraspecies","Animalia","Sympetrum baccha baccha","","RE","corrected_redlistTW"
"e5fd7189-23c5-40c0-b4aa-a2b9e39d14f0","infraspecies","Animalia","Sympetrum eroticum ardens","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
"895871ea-0093-4f21-8386-d9d2384e2e40","species","Animalia","Sympetrum speciosum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"6a7921cf-520b-4cf8-85bd-51b6bbbb2dd2","infraspecies","Animalia","Tramea transmarina euryale","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"55506a27-5eb0-41d0-8b5f-45059499fac2","infraspecies","Animalia","Tramea transmarina propinqua","","資料缺乏（DD, Data Deficient）","corrected_redlistTW"
"cfd21070-4578-48f8-93f1-44c7d0cff8a5","infraspecies","Animalia","Acisoma panorpoides panorpoides","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"1e074759-3908-4d78-b9e3-f86841e4a566","infraspecies","Animalia","Agrionoptera insignis similis","","瀕危（EN, Endangered）","corrected_redlistTW"
"b903b6f7-6e77-49f1-ad68-9f1456167ac1","infraspecies","Animalia","Brachydiplax chalybea flavovittata","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"e7da34f1-6ac2-40e7-aae4-18ea3b7790bf","infraspecies","Animalia","Cratilla lineata assidua","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"6e69b30d-b39c-4dba-8fd7-4acddbca4784","infraspecies","Animalia","Crocothemis servilia servilia","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"950f1b16-f3c4-4ae8-9de1-3e6fab53d465","infraspecies","Animalia","Lathrecista asiatica asiatica","","資料缺乏（DD, Data Deficient）","corrected_redlistTW"
"2193f2eb-529a-439d-986b-e92f9e2806e7","infraspecies","Animalia","Potamarcha congener congener","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"a97e2366-e890-4668-862e-0459e18da23e","infraspecies","Animalia","Urothemis signata yiei","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"8e6af5dd-413a-477e-a973-71c8f685225a","infraspecies","Animalia","Coeliccia flavicauda flavicauda","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"0a4fabfe-7f53-4e04-a367-3f06dad89654","infraspecies","Animalia","Hemicordulia mindana nipponica","","瀕危（EN, Endangered）","corrected_redlistTW"
"0345cd1e-79cb-4da9-9b1f-a2db4e890911","infraspecies","Animalia","Neurobasis chinensis chinensis","","未評估（NE, Not Evaluated）","corrected_redlistTW"
"c8240fd4-443a-49ee-a7fe-0bccc5fd2273","infraspecies","Animalia","Psolodesmus mandarinus dorothea","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"0328b361-5357-4f77-af97-37c0a259a030","infraspecies","Animalia","Psolodesmus mandarinus mandarinus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"22981c1f-fa40-46fa-bd70-0ad12dd5a0ae","infraspecies","Animalia","Rhipidolestes aculeatus aculeatus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"2774f51c-b6c2-4fb2-b411-d62c63d83a8d","species","Plantae","Selaginella uncinata","NA",NA,"corrected_redlistTW"
"b629b61d-4c69-4fd6-a893-3a4905202351","species","Plantae","Salvinia molesta","NA",NA,"corrected_redlistTW"
"e1271a9b-6561-4560-9662-03ade482c776","species","Plantae","Pityrogramma calomelanos","NA",NA,"corrected_redlistTW"
"4ec8c6ae-b527-465c-bce7-f6676151d917","species","Plantae","Pteris dimorpha","暫無危機（LC, Least Concern）","極危（CR, Critically Endangered）","corrected_redlistTW"
"f28c3e57-731a-4672-b4ef-007e3bbe1313","species","Plantae","Hymenasplenium murakami-hatanakae","暫無危機（LC, Least Concern）","","corrected_redlistTW"
"e1d50809-78ca-4882-9dd1-f293327df26d","species","Plantae","Cyclosorus ferox","NA",NA,"corrected_redlistTW"
"d8772028-32ba-4603-8830-b4cfa4d04dba","species","Plantae","Thelypteris omeiensis","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"0c5c2f47-5ee8-4845-8b5e-fc58dde91755","species","Plantae","Leptogramma mollissima","瀕危（EN, Endangered）","","corrected_redlistTW"
"6a16dc08-ade0-41ff-9b0f-dbaea427576e","species","Plantae","Diplazium esculentum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"4542adcf-2944-456b-8198-873031f68f66","species","Plantae","Platycerium bifurcatum","NA",NA,"corrected_redlistTW"
"f5995de7-54ec-4544-9756-eab6f5814dec","species","Plantae","Pyrrosia assimilis","極危（CR, Critically Endangered）","","corrected_redlistTW"
"d1af5957-2b82-4cb6-ab94-1214902b0deb","species","Plantae","Podocarpus macrophyllus","","易危（VU, Vulnerable）","corrected_redlistTW"
"f4b44328-3f77-4602-9c8d-b94519dc31ed","species","Plantae","Calocedrus macrolepis","","易危（VU, Vulnerable）","corrected_redlistTW"
"7cba24de-1d1b-467a-b8b3-09793b818ddf","species","Plantae","Cabomba caroliniana","NA",NA,"corrected_redlistTW"
"b9f26d39-89f3-4728-9a8b-393f18fe96bb","species","Plantae","Nymphaea tetragona","","資料缺乏（DD, Data Deficient）","corrected_redlistTW"
"7c0ea3a7-f25e-4a1d-8849-ee2755ea5c70","species","Plantae","Nuphar japonica","NA","","corrected_redlistTW"
"77498faf-b11e-4b40-aa72-92c019c0d782","species","Plantae","Illicium × rubellum","NA","","corrected_redlistTW"
"0381ddc2-7ec3-48f5-970d-5476a0277db2","species","Plantae","Peperomia pellucida","NA",NA,"corrected_redlistTW"
"28904ffc-bcef-4c78-a998-6372054c0ad4","species","Plantae","Piper sarmentosum","NA",NA,"corrected_redlistTW"
"03495b90-a6d2-4290-98eb-c05b6bcc2fac","species","Plantae","Myristica ceylanica","","易危（VU, Vulnerable）","corrected_redlistTW"
"0e374590-a10c-4417-9bd9-87673d657feb","species","Plantae","Myristica elliptica","","瀕危（EN, Endangered）","corrected_redlistTW"
"6199ddf2-6391-451b-9e7c-02aeec0d2f30","species","Plantae","Artabotrys hexapetalus","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"66761de8-0d38-4077-b938-ece677b080bd","species","Plantae","Cinnamomum burmannii","NA",NA,"corrected_redlistTW"
"cc8e3a0b-1f44-497c-9a63-f6d5b12cb515","species","Plantae","Neolitsea aciculata","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"bcfa4c7f-e95a-4c88-861d-67b03c24862b","species","Plantae","Arisaema taiwanense","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"41d4c1a0-8e4c-4364-88ad-08657b92a452","species","Plantae","Colocasia tonoimo","NA",NA,"corrected_redlistTW"
"96e71dea-c639-4109-862b-19b48fcdaae9","species","Plantae","Epipremnum aureum","NA",NA,"corrected_redlistTW"
"d73480a1-8caa-4122-84a7-0843656428f2","species","Plantae","Philodendron evansii","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"248a53ac-265e-4e81-8eff-c827b4e26c9a","species","Plantae","Pistia stratiotes","NA",NA,"corrected_redlistTW"
"b120dfce-2efa-439b-bb2a-ad932b8c678f","species","Plantae","Syngonium podophyllum","NA",NA,"corrected_redlistTW"
"b447c3f1-5d41-4f8a-b573-dfb8bf6ed523","species","Plantae","Wolffia globosa","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"e387e718-e92a-46b9-a20c-0262ad353e47","species","Plantae","Vallisneria americana","NA",NA,"corrected_redlistTW"
"dadcb82e-f43c-4035-8afe-80f4bc46368b","species","Plantae","Limnobium laevigatum","NA",NA,"corrected_redlistTW"
"7012b976-0aa4-4044-9654-2f7b4bcc5fe6","species","Plantae","Dioscorea sansibarensis","NA",NA,"corrected_redlistTW"
"f313b274-ea3c-4a66-9579-90b8f7ddb8ab","species","Plantae","Carludovica palmata","NA",NA,"corrected_redlistTW"
"361f0ed3-0d37-4d29-9044-57b8ec7902f0","species","Plantae","Sandersonia aurantiaca","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"bbaec7af-d806-465c-abad-1365a99e8f6e","species","Plantae","Cymbidium ensifolium","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"8efa36fc-6284-4d84-9d60-40443546892d","species","Plantae","Cymbidium lancifolium","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
"8aa4ad0c-7204-4370-bc0a-a275b75edf5a","species","Plantae","Cynorkis fastigiata","NA",NA,"corrected_redlistTW"
"cd745965-a897-4554-9e4d-0b243b06abe1","species","Plantae","Didymoplexis pallens","","資料缺乏（DD, Data Deficient）","corrected_redlistTW"
"c325e7eb-cf8f-4654-b9da-e4318622dafa","species","Plantae","Gastrodia fontinalis","","極危（CR, Critically Endangered）","corrected_redlistTW"
"83737a9a-e72a-45b4-8dcd-5b89c557d2e3","species","Plantae","Goodyera robusta","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"8f27ad5e-a44d-4e5a-a586-0523506ec768","species","Plantae","Yoania amagiensis","","極危（CR, Critically Endangered）","corrected_redlistTW"
"187d3f66-b4ca-4620-b478-72705922e617","species","Plantae","Gastrochilus japonicus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"a943e602-c95c-4ca7-8edb-661183daa6cc","species","Plantae","Trimezia longifolia","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"e9cdf538-9024-4e6e-8493-a9cf0000be5d","species","Plantae","Sisyrinchium atlanticum","NA",NA,"corrected_redlistTW"
"78cb337d-7a8b-4919-97c2-d51a762ec57d","species","Plantae","Agave americana","NA",NA,"corrected_redlistTW"
"bd560640-5b0b-465b-a013-09643340e2c1","species","Plantae","Agave fourcroydes","NA",NA,"corrected_redlistTW"
"27f84923-d467-44a3-8c6a-0a61d6fdb8d6","species","Plantae","Asparagus densiflorus","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"0570abab-f655-4242-8dcc-7c260c7e75cf","species","Plantae","Disporopsis fuscopicta","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"17f7fc62-6c18-4f36-b699-fca58358983e","species","Plantae","Pritchardia pacifica","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"ecad48e2-b3e9-41f2-8d0d-c01b3b9b8872","species","Plantae","Callisia repens","NA",NA,"corrected_redlistTW"
"f283a491-7bf1-4c84-9b71-c8bead840a91","species","Plantae","Tradescantia fluminensis","NA",NA,"corrected_redlistTW"
"ac90838e-18ba-474c-b638-add9f194792d","species","Plantae","Tradescantia pallida","NA",NA,"corrected_redlistTW"
"fbfa4b74-7921-4501-bc0a-880977938ecb","species","Plantae","Canna indica","NA",NA,"corrected_redlistTW"
"d40026b3-a791-4d69-87b5-58a485aed5df","species","Plantae","Musa itinerans","","極危（CR, Critically Endangered）","corrected_redlistTW"
"97ec7e3e-1d2f-4bf7-ad3f-961af3cd2f39","species","Plantae","Alpinia galanga","NA",NA,"corrected_redlistTW"
"75afeb75-6f20-42e4-901e-2fbe2af761e6","species","Plantae","Alpinia pricei","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"5a166132-dccb-4102-93ba-6c6524ddce76","species","Plantae","Curcuma longa","NA",NA,"corrected_redlistTW"
"0d25db64-5b8d-4ac6-898c-5cc8cdf6534f","species","Plantae","Hedychium coronarium","NA",NA,"corrected_redlistTW"
"c8ab9dfd-16fc-4e8c-92b4-569be56458d2","species","Plantae","Juncus marginatus","NA",NA,"corrected_redlistTW"
"bfa8e745-c88a-4934-a82b-2daf0aeec523","species","Plantae","Carex grallatoria","","易危（VU, Vulnerable）","corrected_redlistTW"
"53e781f0-8649-43f9-946a-c78e9c0e9a4a","species","Plantae","Carex manca","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"31b6dfa8-bc8b-4618-8ae2-5f1473d29e7e","species","Plantae","Carex tristachya","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"97bcff02-2142-47d4-a860-f4e2555392aa","species","Plantae","Cyperus esculentus","NA",NA,"corrected_redlistTW"
"1267c1fc-ff5e-4ecb-a672-6a190c66d8ed","species","Plantae","Cyperus nutans","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"834dd4cf-2526-47c7-9d8a-5bd52f1b8a32","species","Plantae","Cyperus prolifer","NA",NA,"corrected_redlistTW"
"83242dfe-f9c6-48b0-8947-6749d64b189e","species","Plantae","Cyperus surinamensis","NA",NA,"corrected_redlistTW"
"966aa00b-c318-47ea-8d4e-a18449a8e89a","species","Plantae","Cyperus cyperoides","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"82998915-ee1f-4c13-8acf-50ca679bfba0","species","Plantae","Fimbristylis tristachya","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"b8811d4c-e418-4f11-a71f-67cb1a2537cb","species","Plantae","Lepironia articulata","資料缺乏（DD, Data Deficient）","","corrected_redlistTW"
"20f1e69c-3a1c-45d0-8366-4d670d8a0b66","species","Plantae","Scleria sumatrensis","極危（CR, Critically Endangered）","RE","corrected_redlistTW"
"6ded4a9f-5377-411e-ba16-28599fd512e9","species","Plantae","Agrostis infirma","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"3ae540a4-a083-48bd-a6cd-42287db1f266","species","Plantae","Agrostis stolonifera","NA",NA,"corrected_redlistTW"
"597325d3-ed71-47b8-b230-c484ee501f24","species","Plantae","Alopecurus aequalis","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"d384d37c-36c5-4c2e-a10d-e2f0a78df757","species","Plantae","Alopecurus myosuroides","NA",NA,"corrected_redlistTW"
"591a8f82-15f9-4f4d-bb60-25d17c1e1fa3","species","Plantae","Arthraxon lancifolius","NA",NA,"corrected_redlistTW"
"0f4c3045-98bc-4c00-aa92-c1798614e362","species","Plantae","Avena fatua","NA",NA,"corrected_redlistTW"
"dd7abf73-ea86-488f-8f79-d9db16adf30f","species","Plantae","Avena sativa","NA",NA,"corrected_redlistTW"
"daec7749-f80d-4414-b5c8-5c9fe7e80b3b","species","Plantae","Axonopus compressus","NA",NA,"corrected_redlistTW"
"61eb5907-c3a8-402b-8e89-d426e33d1cf1","species","Plantae","Bambusa stenostachya","NA",NA,"corrected_redlistTW"
"99cd6c9e-3156-493d-bb47-6ec16d0fb553","species","Plantae","Briza minor","NA",NA,"corrected_redlistTW"
"3f48aacd-c861-4483-a248-635185383f98","species","Plantae","Bromus catharticus","NA",NA,"corrected_redlistTW"
"471be935-7215-4660-a7bd-08584fc9d288","species","Plantae","Bromus hordeaceus","NA",NA,"corrected_redlistTW"
"75b6be76-7422-46b9-9d79-f0abc4fe55df","species","Plantae","Bromus pubescens","NA",NA,"corrected_redlistTW"
"6925b161-1ed4-47df-a2b4-2f9d2bc749d3","species","Plantae","Bromus rigidus","NA",NA,"corrected_redlistTW"
"25354f2b-0d6b-4695-a8b2-a7562015495d","species","Plantae","Cenchrus ciliaris","NA",NA,"corrected_redlistTW"
"50c36e65-7fee-4ebf-b4f8-22da0964356a","species","Plantae","Cenchrus echinatus","NA",NA,"corrected_redlistTW"
"ffa012ab-21cc-4df3-97da-01e74e3ecb94","species","Plantae","Chloris divaricata","NA",NA,"corrected_redlistTW"
"c04827f4-f037-441d-a576-ee9b3c5c29e3","species","Plantae","Cymbopogon nardus","NA",NA,"corrected_redlistTW"
"3ccfa3f0-f884-4263-a651-ad836d0a8fac","species","Plantae","Cynodon plectostachyus","NA",NA,"corrected_redlistTW"
"5e95b8b6-edae-4080-b964-6f7f47d39d17","species","Plantae","Deschampsia cespitosa","NA",NA,"corrected_redlistTW"
"556468e2-0900-4e2b-b852-01e6454c5216","species","Plantae","Deyeuxia pyramidalis","接近受脅（NT, Near Threatened）","","corrected_redlistTW"
"7547a224-2415-43ac-8409-f3afbae1d903","species","Plantae","Dichanthium aristatum","NA",NA,"corrected_redlistTW"
"190c3e63-d8e5-4602-8d85-af5e81ceec8a","species","Plantae","Digitaria radicosa","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"0ab0b4d0-08e3-4fec-8236-141d9edd77ff","species","Plantae","Eragrostis ciliaris","NA",NA,"corrected_redlistTW"
"90d04d85-573b-4721-9afb-94ce75d5d122","species","Plantae","Eragrostis minor","NA",NA,"corrected_redlistTW"
"086a9199-fc3b-485f-adc2-065ce3335667","species","Plantae","Festuca arundinacea","NA",NA,"corrected_redlistTW"
"ec7cd619-1b78-4177-b083-cddfe5f93bb8","species","Plantae","Heteropogon contortus","NA",NA,"corrected_redlistTW"
"129bcd37-3dd8-4409-b7ef-60039c169062","species","Plantae","Imperata cylindrica","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"8ce8f979-f14a-47a3-aa6f-525e2d8f0925","species","Plantae","Ischaemum aristatum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"60635ba9-5bd8-4dfc-8024-e50b9dab6e48","species","Plantae","Ischaemum barbatum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"419785d6-3a54-4535-ae09-1dfbf2044d78","species","Plantae","Lolium perenne","NA",NA,"corrected_redlistTW"
"4b3b9af3-1e7d-45c1-8c02-cf5891d3259e","species","Plantae","Melinis minutiflora","NA",NA,"corrected_redlistTW"
"1648f669-f7d6-4b7d-a817-7bbc03ad4a5e","species","Plantae","Microstegium fasciculatum","NA",NA,"corrected_redlistTW"
"2d8d642d-efd3-4d15-9868-4f2ab8fcc5a2","species","Plantae","Microstegium tenue","NA",NA,"corrected_redlistTW"
"2a58d448-63b8-4af3-9a82-fc56573413ae","species","Plantae","Oplismenus hirtellus","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"4a4a3d5f-d78f-43f6-974f-3db3670f5a03","species","Plantae","Megathyrsus maximus","NA",NA,"corrected_redlistTW"
"61f700a6-953b-4313-9e8c-51ed41089313","species","Plantae","Paspalidium punctatum","NA",NA,"corrected_redlistTW"
"72227a0e-9898-4d01-ba2d-105940c476a3","species","Plantae","Paspalum conjugatum","NA",NA,"corrected_redlistTW"
"6d21f8cd-20ed-4b12-9447-4bd88ac92bb1","species","Plantae","Paspalum dilatatum","NA",NA,"corrected_redlistTW"
"0be42929-0417-4f7f-9494-9088c7f7ab26","species","Plantae","Paspalum fimbriatum","NA",NA,"corrected_redlistTW"
"9dbbfa29-961c-4476-970f-9986b5fd455d","species","Plantae","Paspalum paniculatum","NA",NA,"corrected_redlistTW"
"af48a558-7802-4109-801e-9d48da8037ec","species","Plantae","Paspalum urvillei","NA",NA,"corrected_redlistTW"
"d8f7c3a9-7261-432b-836c-663a8da9cd6c","species","Plantae","Pennisetum clandestinum","NA",NA,"corrected_redlistTW"
"9609385c-f670-4362-9221-f10fb040aef1","species","Plantae","Pennisetum polystachion","NA",NA,"corrected_redlistTW"
"7eec04fc-ebbb-4b7f-bc5f-7d7f7cb4eb62","species","Plantae","Poa compressa","NA",NA,"corrected_redlistTW"
"260b906b-3ac5-4d09-b375-56a76502145b","species","Plantae","Poa sphondylodes","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
"ef9374aa-c65a-46a3-94e4-7d91fb9f6664","species","Plantae","Poa trivialis","NA",NA,"corrected_redlistTW"
"66fdedc3-617a-4227-81c3-511e2a499a8f","species","Plantae","Saccharum officinarum","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"18b794f7-4694-4d83-a52b-2bfa9940cf56","species","Plantae","Saccharum robustum","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"4a0bc7df-54b1-49e8-bab1-179742dda044","species","Plantae","Saccharum sinensis","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"9f05f49e-2932-43a6-bcc3-129779889208","species","Plantae","Secale cereale","NA",NA,"corrected_redlistTW"
"4c1f326b-093c-4fc5-b0dd-db21b7c2b64f","species","Plantae","Setaria barbata","NA",NA,"corrected_redlistTW"
"012ff465-fec5-4cf5-813e-19dd28317010","species","Plantae","Setaria sphacelata","NA",NA,"corrected_redlistTW"
"e2ab31a5-c5b8-4340-a869-c82b00cd4184","species","Plantae","Sorghum halepense","NA",NA,"corrected_redlistTW"
"ed66d6d1-2979-4f5d-922b-b354ca017605","species","Plantae","Stenotaphrum secundatum","NA",NA,"corrected_redlistTW"
"b174a62b-031c-4512-b127-19f9be9c7673","species","Plantae","Themeda japonica","NA",NA,"corrected_redlistTW"
"7194aa84-0807-403a-bb44-2cd188b71728","species","Plantae","Tripsacum dactyloides","NA",NA,"corrected_redlistTW"
"77b708df-fcf7-4262-ac7a-e7ac2515c2bb","species","Plantae","Trisetum spicatum","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"855845a3-3e7a-4c46-9945-afc878fa707c","species","Plantae","Triticum aestivum","未評估（NE, Not Evaluated）","","corrected_redlistTW"
"d04d2cc4-a56a-4b54-93c3-9a3f9c9750ea","species","Plantae","Fumaria parviflora","NA",NA,"corrected_redlistTW"
"7daad5c5-4e99-44c8-a027-3a7f41e94cce","species","Plantae","Papaver rhoeas","NA",NA,"corrected_redlistTW"
"5f6b3db6-7378-4957-850d-31d425f274d1","species","Plantae","Stephania japonica","","暫無危機（LC, Least Concern）","corrected_redlistTW"
"15f93048-e0d1-4d81-9f12-85bd20b163ed","species","Plantae","Clematis parviloba","","接近受脅（NT, Near Threatened）","corrected_redlistTW"
