"taxonUUID","taxonRank","kingdom","simplifiedScientificName","current_redlistTW","suggested_redlistTW","source_process"
"89484436-f6e6-44e2-bc57-278553329091","species","Animalia","Spindasis lohita","LC","NLC","corrected_redlistTW"
"a0f46d04-1f8d-4d05-91fd-5de4079e4e89","species","Animalia","Tajuria diaeus","NT","NNT","corrected_redlistTW"
"5ae157ca-1680-4e3e-88a0-b1cae2f4a71e","species","Animalia","Tajuria illurgis","NT","NNT","corrected_redlistTW"
"00806c5e-8c93-4df1-b3fd-f70010d5fe60","species","Animalia","Teratozephyrus arisanus","NT","NNT","corrected_redlistTW"
"2cb3e1cf-9bbb-4f3d-94ac-ecf650361a4c","species","Animalia","Teratozephyrus yugaii","NT","NNT","corrected_redlistTW"
"62ea4a40-9698-4771-ad72-8d55064192e2","species","Animalia","Teratozephyrus elatus","NT","NNT","corrected_redlistTW"
"81182dea-43fa-4fc8-8b6e-e668815b5da4","species","Animalia","Tongeia hainani","NT","NNT","corrected_redlistTW"
"901a2795-0db9-4a58-a213-56d7f27e7282","species","Animalia","Tongeia filicaudis","NT","NNT","corrected_redlistTW"
"4c552a53-e2fc-4191-9f90-581cdb4513f1","species","Animalia","Udara albocaerulea","NT","NNT","corrected_redlistTW"
"a1304dd8-2860-4c7c-9164-ec178a120351","species","Animalia","Udara dilecta","NT","NNT","corrected_redlistTW"
"c704c111-82dc-4b29-b187-f6f23ae1cf19","species","Animalia","Wagimo insularis","NT","NNT","corrected_redlistTW"
"263c59e9-8b4c-4e16-9f67-f4af7f536830","species","Animalia","Zizeeria karsandra","LC","NLC","corrected_redlistTW"
"2bf2c616-79e2-421a-8568-8b8a5c31876e","species","Animalia","Zizeeria maha","LC","NLC","corrected_redlistTW"
"921dcdb5-66ad-4ebe-a665-705e4503285e","species","Animalia","Zizina otis","LC","NLC","corrected_redlistTW"
"5bb8227c-95e8-4033-a9d9-06d240178196","species","Animalia","Zizula hylax","LC","NLC","corrected_redlistTW"
"0c911f08-0ee6-42ff-916e-df26d6c54ccd","species","Animalia","Abisara burnii","NT","NNT","corrected_redlistTW"
"3b3cbc2a-639d-469c-a718-ce0144779f7d","species","Animalia","Acytolepis puspa","LC","NLC","corrected_redlistTW"
"0eed1292-fc1e-46bd-9b4f-9a1442b15b83","species","Animalia","Amblopala avidiena","NT","NNT","corrected_redlistTW"
"fcf8a757-2a11-498f-8746-218c4e6d3908","species","Animalia","Ancema ctesia","NT","NNT","corrected_redlistTW"
"52fdc492-f3c2-48f9-ae71-f914e721a394","species","Animalia","Araragi enthea","NT","NNT","corrected_redlistTW"
"c6023e3c-0771-4e3d-8aa8-ec70155b06c9","species","Animalia","Artipe eryx","NT","NNT","corrected_redlistTW"
"24319aad-108b-4912-95f6-d7977b7c21cf","species","Animalia","Callenya melaena","NT","NNT","corrected_redlistTW"
"293ac012-16e9-4477-81ae-7714f100f9a1","species","Animalia","Catapaecilma major","NT","NNT","corrected_redlistTW"
"3ba8fa09-2b90-4b11-a2aa-c2b58b25c7d3","species","Animalia","Catochrysops panormus","LC","NLC","corrected_redlistTW"
"0963c91b-52b3-4a49-8c8c-9fc24edd96b8","species","Animalia","Celastrina lavendularis","LC","NLC","corrected_redlistTW"
"60cfec65-d732-4fd8-abaf-17fa0eec78ad","species","Animalia","Celastrina oreas","NT","NNT","corrected_redlistTW"
"c6d02735-7043-484b-befa-5f98be6a976d","species","Animalia","Celastrina sugitanii","NT","NNT","corrected_redlistTW"
"c7f59b1d-d104-4a7b-8dd0-fc909703efd2","species","Animalia","Chilades lajus","NT","NNT","corrected_redlistTW"
"9f8e6813-22bc-4a8e-8716-e47aeee4e7d9","species","Animalia","Chilades pandava","LC","NLC","corrected_redlistTW"
"c192e2a9-c6c0-4922-8be3-afb9a6acdb82","species","Animalia","Cordelia comes","NT","NNT","corrected_redlistTW"
"99626e37-7bdd-4bf8-8b0a-fa509c014c7e","species","Animalia","Dodona formosana","NT","NNT","corrected_redlistTW"
"1cb88f8d-4384-483e-babe-13b88aa1eb6e","species","Animalia","Everes argiades","NT","NNT","corrected_redlistTW"
"5e84ae79-aaca-4905-8072-e19deca8ec31","species","Animalia","Everes lacturnus","EN","NEN","corrected_redlistTW"
"eec7f49b-e317-45be-b152-3f091c56ed45","species","Animalia","Freyeria putli","NT","NNT","corrected_redlistTW"
"92c52812-499e-4f06-ba1d-753e85d970e1","species","Animalia","Heliophorus ila","LC","NLC","corrected_redlistTW"
"f2ed7980-c6a7-4601-9b04-b2113f922ef2","species","Animalia","Iratsume orsedice","VU","NVU","corrected_redlistTW"
"9a6e1221-5155-40b9-b396-2f26c1259b06","species","Animalia","Megisba malaya","LC","NLC","corrected_redlistTW"
"7d30f15a-9cde-435c-921d-6aafbe0a24bc","species","Animalia","Nacaduba beroe","NT","NNT","corrected_redlistTW"
"537dbaf2-a5c5-45fc-b5c3-85bde6232eb2","species","Animalia","Nacaduba kurava","LC","NLC","corrected_redlistTW"
"3b808ade-99f2-4512-817c-c8bcbc824ff7","species","Animalia","Pithecops corvus","NT","NNT","corrected_redlistTW"
"b5fb9f79-4373-4e43-bcce-678493efdb0c","species","Animalia","Pithecops fulgens","NT","NNT","corrected_redlistTW"
"2e93a3f0-2090-4fe8-a025-d89edf0469f0","species","Animalia","Prosotas dubiosa","LC","NLC","corrected_redlistTW"
"ff40bac7-991c-4aeb-ad2a-348b25a2229d","species","Animalia","Prosotas nora","LC","NLC","corrected_redlistTW"
"f160c39b-ad5b-4bee-a428-fa6777e18e5e","species","Animalia","Sinthusa chandrana","LC","NLC","corrected_redlistTW"
"3aa7a1fe-e833-411b-907a-f1832ea24222","species","Animalia","Spalgis epeus","NT","NNT","corrected_redlistTW"
"c38c02a4-2cdb-4ce3-99f0-4b8ba0573d1c","species","Animalia","Taraka hamada","LC","NLC","corrected_redlistTW"
"377c0847-6a6b-4131-bd87-7dd3510e45ba","species","Animalia","Ussuriana michaelis","NT","NNT","corrected_redlistTW"
"8bf8256f-c818-4cf0-9337-af490fb8a906","species","Animalia","Argynnis paphia","NT","NNT","corrected_redlistTW"
"a5f6dad0-a90c-44df-9070-d34661eac654","species","Animalia","Argynnis hyperbius","VU","NVU","corrected_redlistTW"
"12572b2e-8865-4283-b879-f97d49131361","species","Animalia","Athyma perius","LC","NLC","corrected_redlistTW"
"1d026863-6aae-4d60-b76b-1cc7ef6f1620","species","Animalia","Limenitis asura","NT","NNT","corrected_redlistTW"
"c0f27f99-07a6-4d0a-beff-6b310b983d68","species","Animalia","Athyma cama","LC","NLC","corrected_redlistTW"
"7062320c-b565-446c-b8ea-6d912f87e1e8","species","Animalia","Limenitis fortuna","NT","NNT","corrected_redlistTW"
"98bf4954-a511-48c2-bf35-ce4e9db0dd35","species","Animalia","Athyma jina","","NNT","corrected_redlistTW"
"9199e0cd-139c-4729-b494-27e0ee246f24","species","Animalia","Athyma opalina","NT","NNT","corrected_redlistTW"
"673be366-4afe-499b-ad5d-483229f44fb3","species","Animalia","Athyma selenophora","LC","NLC","corrected_redlistTW"
"fe69ed59-1db7-40c7-b3f6-bee632525184","species","Animalia","Chitoria chrysolora","LC","NLC","corrected_redlistTW"
"03adfa08-836e-4bed-9c6f-7068053413b8","species","Animalia","Chitoria ulupi","NT","NNT","corrected_redlistTW"
"b93dadb7-4217-48a2-b680-64a16b048c85","species","Animalia","Cupha erymanthis","LC","NLC","corrected_redlistTW"
"fff64451-fb0d-475d-8489-c92a6b7b9d31","species","Animalia","Danaus chrysippus","LC","NLC","corrected_redlistTW"
"b72ebec4-a153-45e8-ab73-087662ada8cb","species","Animalia","Danaus genutia","VU","NVU","corrected_redlistTW"
"9b91d5b9-3bff-4ecf-adf9-f13cc91d7175","species","Animalia","Euploea eunice","LC","NLC","corrected_redlistTW"
"ba7a0ac8-9dfa-4ec8-a6d0-fcb21deab58d","species","Animalia","Euploea mulciber","LC","NLC","corrected_redlistTW"
"fcbbf783-2b40-42eb-a9f5-39aa2dc73160","species","Animalia","Euploea sylvester","LC","NLC","corrected_redlistTW"
"f168c1d8-6937-471f-bcb0-5f19cf629a7b","species","Animalia","Euploea tulliolus","LC","NLC","corrected_redlistTW"
"e941b541-3eaf-4243-8eb0-592c5705398c","species","Animalia","Euthalia formosana","NT","NNT","corrected_redlistTW"
"dc9d1ee2-2481-49a5-9248-b0ec4f28253c","species","Animalia","Euthalia insulae","NT","NNT","corrected_redlistTW"
"24bd480c-2b4e-4475-a8ef-35808750f063","species","Animalia","Euthalia kosempona","NT","NNT","corrected_redlistTW"
"7c19a6af-4289-4c80-9799-848173391872","species","Animalia","Euthalia irrubescens","NT","NNT","corrected_redlistTW"
"960851a5-7cfa-460a-b8ff-e6d33500075a","species","Animalia","Helcyra plesseni","NT","NNT","corrected_redlistTW"
"11bfe7c8-1eb3-4e3d-a2e6-a5c59fb870d3","species","Animalia","Helcyra superba","NT","NNT","corrected_redlistTW"
"0e6435f7-36a4-47b0-808c-acd572ba7000","species","Animalia","Hypolimnas misippus","LC","NLC","corrected_redlistTW"
"52293356-1797-44a1-b66b-8bd2c249e0e8","species","Animalia","Hypolimnas bolina","LC","NLC","corrected_redlistTW"
"0c858d03-27fa-4359-9a4c-0ce9fd99d8ff","species","Animalia","Ideopsis similis","LC","NLC","corrected_redlistTW"
"ce8662d5-0762-4da8-bce7-8a22e763548a","species","Animalia","Junonia almana","LC","NLC","corrected_redlistTW"
"de454c9b-6883-4e41-9145-5d95e419cfe6","species","Animalia","Junonia iphita","LC","NLC","corrected_redlistTW"
"1df34506-617f-4adc-af7e-007c79dd9911","species","Animalia","Junonia orithya","LC","NLC","corrected_redlistTW"
"5b57f2ec-9d9a-4855-b717-85f7ce5b0080","species","Animalia","Junonia lemonias","LC","NLC","corrected_redlistTW"
"0b0ce9fd-853e-45df-bdf1-4ab4a0ca26e5","species","Animalia","Lethe mataja","NT","NNT","corrected_redlistTW"
"157c31e0-f9d5-44a6-ab7d-924fd64c4591","species","Animalia","Lethe butleri","NT","NNT","corrected_redlistTW"
"9ed3ce1b-5be8-4932-8dac-8549aa8068fb","species","Animalia","Lethe chandica","LC","NLC","corrected_redlistTW"
"8f248a12-1279-4e10-8895-68996e96940a","species","Animalia","Lethe christophi","NT","NNT","corrected_redlistTW"
"5df6a87d-835f-4b00-9c56-8038767dfc3d","species","Animalia","Lethe europa","NT","NNT","corrected_redlistTW"
"6539d53a-3413-45da-82be-932a60305ef6","species","Animalia","Lethe gemina","NT","NNT","corrected_redlistTW"
"63d90a33-9445-4d53-8a29-5577382957f1","species","Animalia","Lethe hyrania","NT","NNT","corrected_redlistTW"
"618f5231-fcea-4106-b54f-44e7b3895a4a","species","Animalia","Lethe rohria","EN","NEN","corrected_redlistTW"
"86b60389-1618-434c-af61-b27d71620aae","species","Animalia","Lethe verma","NT","NNT","corrected_redlistTW"
"15b476fe-8ffd-42ee-8e90-708fa70c1aed","species","Animalia","Melanitis leda","VU","NVU","corrected_redlistTW"
"1b2eb09e-ce8f-4845-8206-3fe3dc8c27f2","species","Animalia","Melanitis phedima","LC","NLC","corrected_redlistTW"
"12eeb3df-2d59-4fa4-941e-11ffd5eb07b3","species","Animalia","Minois nagasawae","NT","NNT","corrected_redlistTW"
"c539625d-4788-49f5-bd51-12f10cbad450","species","Animalia","Mycalesis mineus","NT","NNT","corrected_redlistTW"
"b496dc26-a6da-4c35-9b1f-60099f884194","infraspecies","Animalia","Mycalesis mucianus zonatus","LC","NLC","corrected_redlistTW"
"1e2211a4-62f4-489b-ba36-12ed6f88cb78","species","Animalia","Mycalesis francisca","LC","NLC","corrected_redlistTW"
"55c23813-3111-4808-b58f-0f54951d1dd5","species","Animalia","Mycalesis gotama","VU","NVU","corrected_redlistTW"
"c0d005ce-0282-4ca1-8b95-03d4eb88ff27","species","Animalia","Mycalesis perseus","NT","NNT","corrected_redlistTW"
"0820cd00-476a-482c-9749-874ab7a50d5f","species","Animalia","Neptis reducta","NT","NNT","corrected_redlistTW"
"11512966-2599-498f-a822-a811e94cd66c","species","Animalia","Neptis taiwana","LC","NLC","corrected_redlistTW"
"324a481d-7c26-4b85-b6df-22037747f6c5","species","Animalia","Neptis hesione","","NNT","corrected_redlistTW"
"a0e74c25-da55-435a-976b-43ffd486f56d","species","Animalia","Neptis hylas","LC","NLC","corrected_redlistTW"
"f544e7b2-013c-4f61-bee6-ec00268e41b0","species","Animalia","Neptis ilos","NT","NNT","corrected_redlistTW"
"8cc9053f-34f0-4a84-b257-719714d01c23","species","Animalia","Neptis nata","LC","NLC","corrected_redlistTW"
"7513aa1e-d7ec-4021-a38d-ec5f51c88fee","species","Animalia","Neptis noyala","NT","NNT","corrected_redlistTW"
"c3ef9db3-dca5-4779-85d9-c0d1b2249318","species","Animalia","Neptis philyra","NT","NNT","corrected_redlistTW"
"726dbf81-84d2-426f-b112-177f86ba26c0","species","Animalia","Neptis philyroides","NT","NNT","corrected_redlistTW"
"ae516847-d558-445e-a81e-f443d4252d05","species","Animalia","Neptis pryeri","NT","NNT","corrected_redlistTW"
"81dbd26b-97ec-4819-838e-271646d33c84","species","Animalia","Neptis sankara","NT","NNT","corrected_redlistTW"
"d3a2a230-dd2f-4031-892d-ac38c6cca51b","species","Animalia","Neptis sappho","LC","NLC","corrected_redlistTW"
"15716731-f8b6-458e-8b13-6f8f76684e88","species","Animalia","Neptis soma","LC","NLC","corrected_redlistTW"
"67145943-cb28-4e39-896f-36dbce403841","species","Animalia","Neptis sylvana","NT","NNT","corrected_redlistTW"
"5e53583f-53a5-41fa-8594-86f6520f1d91","species","Animalia","Parantica swinhoei","LC","NLC","corrected_redlistTW"
"1117e374-150b-4524-ad0d-1f29d8c07df3","species","Animalia","Parantica aglea","LC","NLC","corrected_redlistTW"
"e312183b-8461-4f24-abe1-484ac5a02365","species","Animalia","Parantica sita","LC","NLC","corrected_redlistTW"
"63b6d711-ff55-4d41-9686-d7a34263b00d","species","Animalia","Penthema formosanum","LC","NLC","corrected_redlistTW"
"e1d7d1f1-4673-43fe-892a-59ec878a034f","species","Animalia","Phalanta phalantha","LC","NLC","corrected_redlistTW"
"f6ab92a3-fbd3-46ca-aaa3-3038a0372716","species","Animalia","Sephisa daimio","NT","NNT","corrected_redlistTW"
"6ea3454c-4f21-4b4c-9a78-f65dab56992a","species","Animalia","Sephisa chandra","NT","NNT","corrected_redlistTW"
"b89440b2-7f8f-460b-8b32-7a69804b9d52","species","Animalia","Tirumala septentrionis","LC","NLC","corrected_redlistTW"
"5569abb5-1c27-4fe3-aeee-2743274662ce","species","Animalia","Tirumala limniace","LC","NLC","corrected_redlistTW"
"c5176d6f-0e21-49ed-bacc-f3905646142f","species","Animalia","Vanessa cardui","LC","NLC","corrected_redlistTW"
"12b2510c-6cb2-49c7-ab57-b2419b5d1c70","species","Animalia","Vanessa indica","LC","NLC","corrected_redlistTW"
"9bc4b5da-8cfa-42eb-85ac-cff9383a958b","species","Animalia","Ypthima akragas","NT","NNT","corrected_redlistTW"
"2e88e3c8-0421-4d1d-8e8a-ec0e57b560ef","species","Animalia","Ypthima angustipennis","NT","NNT","corrected_redlistTW"
"31f85e95-c785-4b24-b6e1-38dec7e21459","species","Animalia","Ypthima esakii","LC","NLC","corrected_redlistTW"
"3511a61a-90f4-4103-a673-bf727faef919","infraspecies","Animalia","Ypthima atra taiwana","LC","NLC","corrected_redlistTW"
"3b44780f-cc95-4e98-b9c8-f0e50063aa0f","species","Animalia","Ypthima multistriata","LC","NLC","corrected_redlistTW"
"aaaaf0b4-6939-44ba-ac2c-ad55273f03e2","species","Animalia","Ypthima tappana","NT","NNT","corrected_redlistTW"
"ee98cd00-012f-499f-b9ac-a156d0c80d2a","species","Animalia","Ypthima wenlungi","VU","NVU","corrected_redlistTW"
"36580a81-6f9e-499c-968f-cba10d66845f","species","Animalia","Ypthima baldus","LC","NLC","corrected_redlistTW"
"0b35f45f-e2f2-4222-b760-ff88e24da212","species","Animalia","Ypthima yamanakai","NT","NNT","corrected_redlistTW"
"70c9937a-9538-45f6-81ff-d05c2cae65a5","species","Animalia","Ypthima praenubila","NT","NNT","corrected_redlistTW"
"6b4b4555-9512-4f81-ad89-6014a44eb68d","species","Animalia","Zophoessa niitakana","NT","NNT","corrected_redlistTW"
"51a9d190-003a-481d-8756-f33c805513b5","species","Animalia","Zophoessa dura","NT","NNT","corrected_redlistTW"
"004050d0-b498-46f0-bef1-9295d87b6757","species","Animalia","Zophoessa siderea","NT","NNT","corrected_redlistTW"
"30972df0-acf5-4626-b12c-778b7fb31046","species","Animalia","Abrota ganga","NT","NNT","corrected_redlistTW"
"d699a161-25ff-4c6a-afe1-c37500582e9a","species","Animalia","Telchinia issoria","NT","NNT","corrected_redlistTW"
"9122a072-3510-44e2-96b3-9afa99650ff1","species","Animalia","Ariadne ariadne","LC","NLC","corrected_redlistTW"
"d2a89f71-aae4-463c-8e1a-f124b1de685d","species","Animalia","Calinaga formosana","NT","NNT","corrected_redlistTW"
"d8f623a7-02d0-4e91-90ff-899f75e77597","species","Animalia","Cyrestis thyodamas","LC","NLC","corrected_redlistTW"
"5db24025-004e-4814-90ea-52ae3966049b","species","Animalia","Dichorragia nesimachus","NT","NNT","corrected_redlistTW"
"e6712e23-4abf-4dfc-b23f-7fcbf67275aa","species","Animalia","Elymnias hypermnestra","LC","NLC","corrected_redlistTW"
"656fa296-a05c-4705-8f4b-404f264fd218","species","Animalia","Hestina assimilis","LC","NLC","corrected_redlistTW"
"f22850b0-1158-4a46-946d-5a3157a41772","species","Animalia","Idea leuconoe","LC","NLC","corrected_redlistTW"
"c3343a2a-4c61-4901-8b22-b0fa685a7208","species","Animalia","Kallima inachus","LC","NLC","corrected_redlistTW"
"8fc3996c-6be4-46ec-b81f-8786bd3e69aa","species","Animalia","Kaniska canace","VU","NVU","corrected_redlistTW"
"37bf8be3-9344-41d4-9dea-083b846787a8","species","Animalia","Libythea lepita","LC","NLC","corrected_redlistTW"
"0e1f2e2a-bc86-41ee-adf8-2510d3456ca2","species","Animalia","Limenitis sulpitia","NT","NNT","corrected_redlistTW"
"c97be378-1903-4a68-bb55-ae8c6159707e","species","Animalia","Neope armandii","NT","NNT","corrected_redlistTW"
"8187cd2d-3ce7-4258-920a-ebcaa95165e6","species","Animalia","Neope bremeri","NT","NNT","corrected_redlistTW"
"baf86ebb-4099-410b-8dac-2622b5266ca6","species","Animalia","Neope pulaha","NT","NNT","corrected_redlistTW"
"9004c2b7-f57b-4435-a4fe-9a97a16b4868","species","Animalia","Nymphalis xanthomelas","NT","NNT","corrected_redlistTW"
"2d09f10c-9ffd-4800-bbf6-acaa7af0af3c","species","Animalia","Palaeonympha opalina","NT","NNT","corrected_redlistTW"
"4af133d7-c8d5-4ce8-a9c3-61b279dc2a55","species","Animalia","Pantoporia hordonia","LC","NLC","corrected_redlistTW"
"bc5aece8-081d-43b7-978d-e79ff367e60d","species","Animalia","Limenitis dudu","LC","NLC","corrected_redlistTW"
"71a2c2d0-ecd7-497d-8ee2-61cf4bdcc2ed","species","Animalia","Polygonia c-album","NT","NNT","corrected_redlistTW"
"5d264d00-e431-46e6-90aa-bf7d69719052","species","Animalia","Polygonia c-aureum","LC","NLC","corrected_redlistTW"
"ca83f6a0-f2ae-40ae-8ed5-d95fda615114","species","Animalia","Charaxes eudamippus","LC","NLC","corrected_redlistTW"
"efee68c2-97d1-4ac9-be53-ff678da0f0e3","species","Animalia","Charaxes narcaea","LC","NLC","corrected_redlistTW"
"f1495312-2c26-4deb-a61a-2423b038a90a","species","Animalia","Sasakia charonda","EN","NEN","corrected_redlistTW"
"bff50b78-60ce-468d-a11b-42da28849a08","species","Animalia","Stichophthalma howqua","LC","NLC","corrected_redlistTW"
"097a3f41-519e-484d-b713-7c3c9dd64e59","species","Animalia","Symbrenthia brabira","LC","NLC","corrected_redlistTW"
"ecb7d6ae-89b7-4e25-a92b-ac7e7885a83d","species","Animalia","Symbrenthia lilaea","LC","NLC","corrected_redlistTW"
"7c6665d0-f318-4651-8930-84c288be7155","species","Animalia","Timelaea albescens","LC","NLC","corrected_redlistTW"
"7efff798-b2eb-4d04-a4cb-2dad68186ed1","species","Animalia","Yoma sabina","NT","NNT","corrected_redlistTW"
"97fe67b4-8564-43ba-8703-9ad3d48ebf39","species","Animalia","Papilio agestor","NT","NNT","corrected_redlistTW"
"12b8ecd9-a79c-427a-a193-9cef3cc980f9","species","Animalia","Papilio epycides","VU","NVU","corrected_redlistTW"
"ec1a3b07-ce49-4665-9e01-044a63a8b749","species","Animalia","Papilio demoleus","LC","NLC","corrected_redlistTW"
"45515f70-3880-482e-9275-eafe51425767","species","Animalia","Papilio hermosanus","LC","NLC","corrected_redlistTW"
"22aeccd5-45a1-4d9b-9187-a30b8b269fd7","species","Animalia","Papilio hopponis","VU","NVU","corrected_redlistTW"
"ac65ec88-e139-41e7-ae90-a49d6e431308","species","Animalia","Papilio thaiwanus","LC","NLC","corrected_redlistTW"
"c0485e56-1ea4-4e31-9c24-712ea7a4b4db","species","Animalia","Papilio xuthus","VU","NVU","corrected_redlistTW"
"801b6778-c1e7-47d2-8e25-4851546fd28b","species","Animalia","Papilio maraho","NT","NNT","corrected_redlistTW"
"30731f03-eb12-45b1-bc0e-ec412ffb1300","species","Animalia","Papilio bianor","LC","NLC","corrected_redlistTW"
"75b36ccb-6e46-48c7-9c9d-d3d1630e4ee2","species","Animalia","Papilio castor","LC","NLC","corrected_redlistTW"
"81164c61-13e6-43c7-a4d1-16f7bcb97655","species","Animalia","Papilio dialis","VU","NVU","corrected_redlistTW"
"36546b07-004c-42ab-b7bd-b1d9b5b97a73","species","Animalia","Papilio helenus","LC","NLC","corrected_redlistTW"
"93e5e2c4-b205-46ed-b1a4-964d14ae2b93","species","Animalia","Papilio machaon","CR","NCR","corrected_redlistTW"
"d5f96f04-0b11-4158-b6ea-af0f07219703","species","Animalia","Papilio agenor","LC","NLC","corrected_redlistTW"
"dd4eaf17-0ff0-422a-8d5f-acc42f69dd94","species","Animalia","Papilio nephelus","LC","NLC","corrected_redlistTW"
"97db0257-32c5-4e94-86ef-4f07c0b738ba","species","Animalia","Papilio paris","LC","NLC","corrected_redlistTW"
"24c5746d-5289-4ebb-b1fa-12c90977c974","species","Animalia","Papilio polytes","LC","NLC","corrected_redlistTW"
"243538ca-bc90-4386-953b-ab7ade7ecaf0","species","Animalia","Papilio protenor","LC","NLC","corrected_redlistTW"
"628ac210-99d7-4c89-94ab-db5d9775d23f","species","Animalia","Troides aeacus","LC","NLC","corrected_redlistTW"
"05cbfbcc-b83b-428d-a096-e60cec0eb6ab","species","Animalia","Troides magellanus","VU","NVU","corrected_redlistTW"
"5226360b-eea2-4fa0-88a8-adabe05306ec","species","Animalia","Byasa confusus","VU","NVU","corrected_redlistTW"
"9f0f79a7-e3f1-430b-abe9-15b603739e9b","species","Animalia","Byasa impediens","LC","NLC","corrected_redlistTW"
"86bb230d-56d2-41a0-a400-237463a72e67","species","Animalia","Byasa polyeuctes","LC","NLC","corrected_redlistTW"
"ed667299-9dd1-4887-96ba-ef64ac8ffeb9","species","Animalia","Pachliopta aristolochiae","LC","NLC","corrected_redlistTW"
"2a5a9475-fee0-4782-b51f-2cf3c969aea5","species","Animalia","Graphium eurous","NT","NNT","corrected_redlistTW"
"cd9d281e-cb60-466c-a54e-7a56c945a75f","species","Animalia","Graphium agamemnon","LC","NLC","corrected_redlistTW"
"1856892d-36a6-4c5d-ad14-24938b8d394c","species","Animalia","Graphium cloanthus","NT","NNT","corrected_redlistTW"
"3348cc80-e43d-450b-8583-fae99d830250","species","Animalia","Graphium doson","LC","NLC","corrected_redlistTW"
"fc4990b4-2f37-409c-8b00-c8bced0e28f5","species","Animalia","Graphium sarpedon","LC","NLC","corrected_redlistTW"
"9d11a5ac-1fbe-49d6-85df-2ffc68a9ecb0","species","Animalia","Catopsilia pomona","LC","NLC","corrected_redlistTW"
"59e617d9-4a89-4d5a-af35-6047d8ba3869","species","Animalia","Catopsilia pyranthe","LC","NLC","corrected_redlistTW"
"fdeadcc0-bc3c-4374-a0ee-9233b918d124","species","Animalia","Eurema hecabe","LC","NLC","corrected_redlistTW"
"55d5434c-7d35-4c67-958e-b77b508e27fd","species","Animalia","Eurema mandarina","LC","NLC","corrected_redlistTW"
"dd54fd40-97cb-432a-b207-0efcb1502644","species","Animalia","Eurema alitha","LC","NLC","corrected_redlistTW"
"52f2ccb4-d073-4a86-aff3-20e3b1e559cb","species","Animalia","Eurema andersoni","LC","NLC","corrected_redlistTW"
"1bb1c8a2-c67f-4793-b97c-9e1b1d6b7e24","species","Animalia","Eurema blanda","LC","NLC","corrected_redlistTW"
"e55396c3-7ff9-472f-839e-b1fb1d06b4c2","species","Animalia","Eurema brigitta","","NVU","corrected_redlistTW"
"3febc5dc-ffc2-4ae5-bfb3-8cb38891ec65","species","Animalia","Eurema laeta","EN","NEN","corrected_redlistTW"
"485a6957-1588-485f-b00a-3f7ed8d7187e","species","Animalia","Gonepteryx taiwana","NT","NNT","corrected_redlistTW"
"e688b79c-b2eb-472b-93ae-913d633c1058","species","Animalia","Gonepteryx amintha","LC","NLC","corrected_redlistTW"
"c7637bf7-3f76-4e3a-a902-d9e16c1befff","species","Animalia","Pieris canidia","LC","NLC","corrected_redlistTW"
"deed27c1-9248-45a2-9d4e-1efbfc7a5949","species","Animalia","Pieris rapae","LC","NLC","corrected_redlistTW"
"0f57c2c9-c37d-4039-ac7a-cc6f793fb0a0","species","Animalia","Prioneris thestylis","NT","NNT","corrected_redlistTW"
"d531d769-6e92-455f-a97f-bce498acbdf1","species","Animalia","Aporia agathon","","NNT","corrected_redlistTW"
"80d5dfa5-8441-4053-93fa-856be7eee296","species","Animalia","Aporia genestieri","NT","NNT","corrected_redlistTW"
"5d0847b6-4791-4048-b264-c6a4fe9a8667","species","Animalia","Aporia gigantea","","NVU","corrected_redlistTW"
"4d5be61d-2ce5-4a35-9d92-b25525217f66","species","Animalia","Appias albina","LC","NLC","corrected_redlistTW"
"32dead53-7f68-43f9-9aa5-1db1f812f45e","species","Animalia","Appias indra","LC","NLC","corrected_redlistTW"
"2113d99f-b67c-4295-bec3-399fdd3997eb","species","Animalia","Appias lyncida","LC","NLC","corrected_redlistTW"
"e873baf2-91f8-45bc-9235-9c099a5569b9","species","Animalia","Cepora nadina","LC","NLC","corrected_redlistTW"
"f875ecc1-9c23-474d-bd5a-20280abad451","species","Animalia","Cepora nerissa","NT","NNT","corrected_redlistTW"
"4f14f4c8-4902-421b-8cd3-07020e77b7ae","species","Animalia","Colias erate","NT","NNT","corrected_redlistTW"
"450e9ac9-3da3-489c-852c-1457394a023d","species","Animalia","Delias berinda","NT","NNT","corrected_redlistTW"
"f4284aa4-522f-4cad-a362-4e62651e8907","species","Animalia","Delias hyparete","NT","NNT","corrected_redlistTW"
"edd72544-165a-4622-b516-6e4cb9567ae0","species","Animalia","Delias lativitta","NT","NNT","corrected_redlistTW"
"577db45a-0cc0-4fd7-b024-7f0edd025a6d","species","Animalia","Delias pasithoe","LC","NLC","corrected_redlistTW"
"a19e3ce9-e3b9-4b9a-9f9a-b4a3d68027b9","species","Animalia","Hebomoia glaucippe","LC","NLC","corrected_redlistTW"
"d1534ca5-254c-44ea-9011-81ca0ad9257c","species","Animalia","Ixias pyrene","NT","NNT","corrected_redlistTW"
"63cdadae-bf53-4218-a91b-bb35cd486ea4","species","Animalia","Leptosia nina","LC","NLC","corrected_redlistTW"
"40bcf15c-3210-42a9-b935-5a684f990660","species","Animalia","Talbotia naganum","NT","NNT","corrected_redlistTW"
"a4c6f85e-08b4-4302-99c7-6453d1117e5d","species","Animalia","Aciagrion migratum","","NNT","corrected_redlistTW"
