"taxonUUID","taxonRank","taxon_id","simplifiedScientificName","kingdom","class","nativeness","endemism","protectedStatusTW","categoryRedlistTW","categoryIUCN","sensitiveCategory","categoryRedlistVersionTW","rank","new_simple_name","is_endemic","alien_type","new_iucn","new_redlistTW","new_protected","genus","specificEpithet","infraspecies"
"f5218aac-9b2e-46f0-9c59-73965a1c583f","species","t0103239","Carex jisaburo-ohwiana","Plantae","Spermatopsida","native","","","NNT","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736548a7-8b3b-404a-ae39-7881876e4dbe","species","t0103328","Carex rochebrunii","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b91f6cea-f9ad-4fbd-9456-c3dd2c7d3424","species","t0100800","Cyperus cyperinus","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"db540942-aeaf-4680-99df-4ce5ed5bd70b","species","t0103415","Fimbristylis tainanensis","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cd4fe28a-ae9f-4bcf-b825-80d9fd947c13","species","t0103284","Oryzopsis obtusa","Plantae","Spermatopsida","native","","","NCR","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8d30b81a-a428-4124-a492-82a5d9a17f2c","species","t0054483","Mnesithea laevis","Plantae","Spermatopsida","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d35bd498-e47f-488a-bbe4-272360e6bd33","species","t0103233","Berberis mingetsuensis","Plantae","Spermatopsida","native","true","","NCR","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c3d4e200-d07d-4f60-9e0e-a1d65e086070","species","t0102309","Dichocarpum adiantifolium","Plantae","Spermatopsida","native","true","","NNT","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d2c0648a-fe37-4a41-85f7-d6919c6d17ec","species","t0103245","Derris canarensis","Plantae","Spermatopsida","native","","","NEN","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a476103e-c667-4783-aacd-e6e5a4cd016b","species","t0101390","Entada koshunensis","Plantae","Spermatopsida","native","","","NEN","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6936d03f-50ba-403d-90a2-a2b906f19738","species","t0100315","Indigofera hendecaphylla","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a5cd97cb-3bf0-4b6a-9ee4-ed52c071a07a","species","t0103271","Lotus pacifica","Plantae","Spermatopsida","native","","","NVU","","輕度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ee943a20-4c4e-42cd-918b-cb4cebbcccf9","infraspecies","t0103422","Pourthiaea villosa chingshuiensis","Plantae","Spermatopsida","native","","","DD","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c168c53d-8f3d-4701-98c9-c6a0779a456c","infraspecies","t0103423","Pourthiaea villosa parvifolia","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ee8b56b-fe58-426f-b015-1da9259c509a","species","t0052911","Celtis julianae","Plantae","Spermatopsida","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b57a59cb-2a95-439b-8708-39e487865c23","species","t0101588","Salix babylonica","Plantae","Spermatopsida","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eda7e3b9-fe12-45f4-93df-1d632c4e1f12","species","t0100394","Triadica cochinchinensis","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9a6d2f08-0483-456e-901c-fb00986ea933","species","t0103400","Synostemon bacciformis","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ab08f3a1-ab2e-4b93-bdfc-ebfe2aa18593","species","t0086803","Corymbia citriodora","Plantae","Spermatopsida","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a9c92fef-aef7-432e-9716-f11094d17908","species","t0103293","Sapindus mukorossii","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9beaae4d-e390-4393-b80b-50559cb8e0c3","species","t0103408","Citrus depressa","Plantae","Spermatopsida","native","","","NVU","","輕度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b8537fe6-cb94-4200-9260-8fae498bb9f2","species","t0102273","Taxillus liquidambaricolus","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a674a78c-a94a-47d9-b564-3ae07fdb78e7","species","t0100877","Persicaria senticosa","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96f725b8-6157-4471-909e-0337417892a7","species","t0100878","Persicaria viscosa","Plantae","Spermatopsida","native","","","NVU","","輕度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"db261f71-66ca-432e-aecf-ef1a88cfa419","species","t0055170","Rumex microcarpus","Plantae","Spermatopsida","non-native","","","NA","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231eb538-ff68-4df9-bf92-796738c06b32","species","t0102238","Drymaria cordata","Plantae","Spermatopsida","non-native","","","NA","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70cf55ca-1fa2-4399-a586-2cfe74f2741b","species","t0103237","Canthium gynochodes","Plantae","Spermatopsida","native","","","NNT","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e3be1d31-c369-4e77-b6a5-debb78f6b160","species","t0103329","Ehretia microphylla","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678ed632-6090-40cc-963d-b2dd1b4fb488","species","t0105495","Lycopersicon esculentum","Plantae","Spermatopsida","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6658d283-459a-4aeb-9001-1feeda6a2a10","species","t0101535","Lindernia nummularifolia","Plantae","Spermatopsida","native","","","RE","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843652c-3c7c-4c66-99b0-cf6859d9426d","species","t0100474","Acmella paniculata","Plantae","Spermatopsida","native","","","NVU","","輕度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337aa9c-99ba-48b6-969e-9b19e2292896","species","t0084600","Kalimeris hispida","Plantae","Spermatopsida","non-native","","","NA","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44d91696-6ca7-4605-9738-a44facfe9c7c","infraspecies","t0101590","Smilax planipedunculata plenipedunculata","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46501820-9c60-41d1-bddd-cce84a1d742d","infraspecies","t0102277","Musa basjoo formosana","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d88e0b39-5532-4786-af9f-d8751dca6556","infraspecies","t0069609","Thalictrum urbainii urbainii","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e88dc28f-7b4a-431e-a7f7-c7da4bba9f1d","infraspecies","t0105389","Desmodium heterocarpon heterocarpon","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b9d3982c-c5e2-444b-8698-48cfb46e03a8","infraspecies","t0103254","Ficus aurantiaca parvifolia","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09d4afee-4f53-4fae-8b8f-80f226909d4c","infraspecies","t0101131","Oxalis acetocella griffithii formosana","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f1e5b507-bdc7-4fe5-99c3-fe816bd5fc61","infraspecies","t0102317","Acer buergerianum formosanum","Plantae","Spermatopsida","native","true","","NCR","","重度","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ad9ec200-bf6f-4280-93e8-d2328ae09a03","infraspecies","t0105509","Styrax formosanus formosanus","Plantae","Spermatopsida","native","true","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e4ec5821-5843-41c8-bca3-1b4a9be8b6ff","infraspecies","t0101618","Actinidia callosa discolor","Plantae","Spermatopsida","native","","","NLC","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73309fb6-51df-46b7-8ce5-db0ba89d891a","infraspecies","t0087660","Rhynchotechum discolor incisum","Plantae","Spermatopsida","native","","","NA","","","2017-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34520b3f-7a64-40ea-b3a3-032c9e3e49ac","species","t0060725","Navicula cari","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25bc1053-8875-4ee4-8cd8-f2565aefbd1f","species","t0060728","Navicula heufleri","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f44fc401-ca96-4335-8e74-19288ae24138","species","t0060757","Tropidoneis lepidoptera","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738dcb3-c19a-4457-bd75-3edd5fdb8c81","species","t0060677","Gomphonema subclavatum","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5d968ea7-45d1-4219-839d-15e397cb3468","species","t0060757","Plagiotropis lepidoptera","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eb949a51-8d60-4f20-93d1-ebaa8ced15d7","species","t0100498","Synedra rumpen","Chromista","Coscinodiscophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7663ec95-2578-46dc-b89d-81077dc22c8e","species","t0043899","Schizopora flavipora","Fungi","Basidiomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eaa92a82-44d5-46ba-9030-acb70a03a137","species","t0034271","Basidiobolus haptosporus","Fungi","Basidiobolomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34e333fb-92b7-4ce1-90fc-708ade60b21e","species","t0034271","Basidiobolus ranarum","Fungi","Basidiobolomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e584d7d5-86b7-407b-8ab4-7c61ac4cc15c","species","t0043367","Pseudospiropes rousselianus","Fungi","Dothideomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964f6870-dde5-412f-ba31-73587e52915b","species","t0045611","Parvicorbicula superpositus","Protozoa","Zoomastigophora","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bca35744-230e-4388-98b5-d979d8247630","species","t0045895","Stephanoeca cupula","Protozoa","Zoomastigophora","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fcc28f1a-60d5-4af9-a1e1-ba1ddd71b28f","species","t0045236","Diploeca elongata","Protozoa","Zoomastigophora","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caf2302e-122e-448c-8fc1-ec3989628036","species","t0045120","Ceratium euarcuatum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0111232b-b4a1-47ad-b7d7-0c00d08f5681","species","t0045129","Ceratium incisum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829f3f2e-3182-4ac3-b3cf-0ff6131ebc67","species","t0045139","Ceratium praelongum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632220df-7a3d-4f80-966b-e3cdeb3ce1c0","species","t0045141","Ceratium sumatranum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70703b18-1c05-4790-b08a-41d7cee8f27c","species","t0045144","Ceratium tripos","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b20fbdbb-9002-4780-a81e-31e2f11cde5a","species","t0045114","Ceratium carriense","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7666e269-fb54-4273-ae3c-bcc2a1a723c7","infraspecies","t0101129","Navicula virdula avenacea","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e750a90a-8219-449f-be4d-8817c7a72bc5","infraspecies","t0101136","Fallacia forcipata densestriata","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85da45fd-376f-4d99-b0ca-2c8882315e13","infraspecies","t0060677","Gomphonema longiceps subclavata","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17c68e29-c298-4f7e-8621-da1f4f077cc8","infraspecies","t0087341","Nitzschia frustulum perpusilla","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990b7ce5-708c-45bd-aa68-86a596e3ed6f","infraspecies","t0087268","Nitzschia marginulata didyma","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65be379d-4cea-4a6a-82e0-2efc2c163e5f","infraspecies","t0101164","Aspergillus flavus microsporus","Fungi","Eurotiomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"af969c5a-eec2-4ad7-aca8-e6fe31d47592","infraspecies","t0101090","Candeina nitida nitida","Protozoa","Granuloreticulosea","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7f1f6921-757c-44e0-96f8-02779e2f7cb2","infraspecies","t0087524","Ceratium macroceros gallicum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3d9639c4-7284-4007-98ed-23a0e816583c","infraspecies","t0087748","Ceratium pulchellum ipulchellum","Protozoa","Dinophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b4bc8eac-aaa6-4e5d-86dc-4325822828ea","infraspecies","t0087520","Ceratiomyxa fruticulosa porioides","Protozoa","Protosteliomycetes","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ca718211-ab90-4a06-8a63-c3943e1896ea","species","t0062213","Ebrechtella forcipata","Animalia","Arachnida","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385526ef-62e9-430c-aadd-6176b6975146","species","t0089506","Merismopedia glauca","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24b1b121-2a0d-4698-8d3f-79dd23876272","species","t0089509","Merismopedia punctata","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ac0addb3-80ce-40f9-b386-426564936fb8","species","t0088865","Chroococcus minutus","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7bd1d9b7-0b1e-49a4-947f-3e329333c433","species","t0088866","Chroococcus tenax","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fc0af8d0-e69d-4187-9236-d8961ac3c811","species","t0088868","Chroococcus turgidus","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6e1c31fa-fa7c-4949-bb09-6d849452c8c0","species","t0091080","Aphanocapsa delicatissima","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"de71cb4d-c630-4c0b-98b5-3a7428fd3ece","species","t0089637","Microcystis aeruginosa","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103a8bc-a14a-4b1f-92c1-32b7aa14217d","species","t0088997","Cyanodictyon reticulatum","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a406ceb2-ffbf-4aab-a319-a958c85384d2","species","t0090116","Pseudanabaena limnetica","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f5b3fc2b-bd4a-4ca1-97b4-16ee38f1493f","species","t0089283","Jaaginema geminatum","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6e88064f-b0ee-456f-a616-6d50a9371e49","species","t0089286","Jaaginema pseudogeminatum","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d7cba8fc-c29b-49c2-9c37-56beb2005c8c","species","t0089439","Lyngbya majuscula","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aa61eefa-92c6-4423-9d8b-0fcfe82e811c","species","t0089843","Oscillatoria brevis","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cbb0b8bb-81a9-4eaf-b0c8-522226087b62","species","t0089848","Oscillatoria granulata","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99351f92-bd5b-42d6-9fe1-1e82cb8d79a6","species","t0089864","Oscillatoria willei","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630c8a73-9a9f-4e56-b7c1-57e8738d4933","species","t0090066","Phormidium tortuosum","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9bb486cd-ab87-4564-a718-b7ff957fa72e","species","t0090076","Planktolyngbya limnetica","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2cc06bd8-62f4-4e85-8421-c6871880dbf4","species","t0078986","Collocalia marginata","Animalia","Aves","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a5d6d3f3-7e4e-4b58-bf40-9e5064119e7a","species","t0051400","Homonopsis foederatana","Animalia","Insecta","native","","","NE","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fddf6c6f-0b9d-4ce0-8fa3-33f7420dd632","infraspecies","t0099135","Theretra nessus nessus","Animalia","Insecta","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edb83e5c-202b-464b-8bf8-cd096c91508f","species","t0088777","Trichodesmium erythraeum","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dad2c38f-bcd9-4126-bde3-574f5dc6b89d","species","t0089328","Komvophoron constrictum","Bacteria","Cyanophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ef3cf08-3c2a-4fed-87ef-4df90f23ef57","species","t0098670","Pterodroma solandri","Animalia","Aves","native","","","NVU","LC","輕度","2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64329761-1b29-4a8a-8c10-0ee91630181e","species","t0064817","Gracupica contra","Animalia","Aves","non-native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838618fd-91b6-40ec-997e-7d4c3c48572c","species","t0060115","Navicula virdula","Chromista","Bacillariophyceae","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485d2995-9adb-42cf-b3cd-d95918509017","species","t0096799","Drupa ricina","Animalia","Gastropoda","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11853926-696b-4a9e-98a5-e11155939d37","species","t0096374","Metriogryllacris magna","Animalia","Insecta","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3aea498c-a638-4e2b-99f8-ea9077952794","infraspecies","t0102329","Macropisthodon rudis rudis","Animalia","Reptilia","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9ff12714-38d2-4a24-8845-cc2bb7587ce1","species","t0106321","Pseudoxya diminuta","Animalia","Insecta","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57734e51-7f79-40fe-8e67-718cd22b7d99","species","t0106799","Paratanakia fulvidorsalis","Animalia","Actinopterygii","native","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
