"taxonUUID","taxonRank","kingdom","class","simplifiedScientificName","categoryRedlistTW","new_redlistTW","source_process"
"7d273ef8-32f3-4348-aeb1-d079772d5008","species","Animalia","Insecta","Martania simulata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"4cb096f5-d30c-4239-90f5-d8ed103b4a35","species","Animalia","Insecta","Nothochodaeus chunyangensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"b6c9ab7b-9677-4d92-92e5-e4866a2fc9dc","species","Animalia","Malacostraca","Gaillardiellus rueppelli","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"88ee2c43-8fd7-42fb-a410-9ed25f2dcd44","species","Animalia","Malacostraca","Lissocarcinus polybioides","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"efae0eb2-1fd6-4ee9-940e-cb186d17bcf2","species","Animalia","Insecta","Trisuloides sugii","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"cf3e1229-f4b3-440a-88a9-75667488c14d","species","Animalia","Insecta","Onthophagus lunatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"4fa67273-5938-4291-b7d0-3f8b4b93c267","species","Animalia","Malacostraca","Munidopsis lauensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"12910255-cf8c-4607-aae5-32c385937512","species","Animalia","Insecta","Thecobathra minuta","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"18792112-f2b1-4ee8-aba4-bad4079b1c1d","species","Animalia","Insecta","Thecobathra heppneri","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5ec2123d-7b16-46f2-a7ed-17d0423e9833","species","Animalia","Insecta","Thecobathra pauciguttata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e0b5461b-c9e2-4fce-a0c4-1fdb4258ba8d","species","Animalia","Insecta","Thecobathra taiwanensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5022d841-773b-4430-b5e4-21cbb8db3718","species","Animalia","Malacostraca","Goneplax nipponensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"f3602b93-9c23-4d70-b4da-635ba702d61e","species","Animalia","Insecta","Paramisolampidius lichiaensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"d9802fd0-d7f0-460c-8242-12da5ebd6391","species","Animalia","Malacostraca","Leptodius nigromaculatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e9514116-3836-4982-ad61-e0806dbadc93","species","Animalia","Insecta","Macronychia polyodon","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"0933fbd6-dd15-4420-8809-f098fa4402dd","species","Animalia","Insecta","Copelatus minutissimus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"80777171-5929-449e-a712-7c89e202f05c","species","Animalia","Insecta","Copelatus masculinus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"8ca6c360-1dc0-4202-a02c-8b5316cfa417","species","Animalia","Insecta","Comibaena fuscidorsata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a9784322-edd5-4639-a64a-7499c35eeeae","species","Animalia","Insecta","Byrsax spiniceps","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"0b02a624-fe88-4b82-a0a0-002c309f1b29","species","Animalia","Insecta","Phelotrupes chenwenlongi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"152ad044-c907-4236-8e24-8cda0928014c","species","Animalia","Insecta","Spaniocentra lyra","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"65a54db9-708b-4e42-9d9b-b4959a52fc9c","species","Animalia","Insecta","Spaniocentra megaspilaria","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"dce7070b-1b98-49be-81a7-ce455fe1659f","species","Animalia","Insecta","Taeniogonalos alticola","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"d51499c7-b78c-42ba-b798-c20551f20733","species","Animalia","Insecta","Cidariplura hbun","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5e5a9af3-42f4-4c59-ac2b-813c25f83b62","species","Animalia","Insecta","Coraebus nigropurpureus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"4e114138-4ae1-4f90-be7d-6ef82fca26d3","species","Animalia","Insecta","Coraebus tuberculisternus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a25135c9-683c-4900-b669-985bb6b72925","species","Animalia","Insecta","Coraebus cheni","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"cb0e7934-a1e8-4437-8519-fcfb2fdff727","species","Animalia","Insecta","Coraebus cupreofemineus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"98e250c8-7fb6-4465-a9f2-016ca21463e1","species","Animalia","Insecta","Holocryptis erubescens","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5ba23d3e-897d-497b-869e-0f80a0d38d64","species","Animalia","Insecta","Chlorophorus dahanshanus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"006e6e7b-bc8b-430c-a95f-8df6ca2fcdd5","species","Animalia","Insecta","Diplocalyptis congruentana","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"7831e2c3-b15a-49c2-88d8-91b4729ea9e6","species","Animalia","Malacostraca","Parasesarma corallicum","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"0b207935-09bb-4e02-b196-2e444bd52a87","species","Animalia","Insecta","Micreremites pyraloides","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a887a685-4e2f-4c4d-86e5-c2293525f729","species","Animalia","Insecta","Phaulimia maculithorax","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"28233b2f-1683-4911-adfd-7ef167a935cc","species","Animalia","Insecta","Agraphydrus variabilis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"830bca88-18aa-4288-a0f8-df99a574be61","species","Animalia","Insecta","Nola chienmingfui","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"641a42ff-0626-47f6-9ca0-cc6d86f7762e","species","Animalia","Insecta","Nola meilingchani","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"9214712d-5655-41c9-a0a5-998902439a95","species","Animalia","Insecta","Nola shipherwui","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"c4bab5b9-0689-43ab-9cc9-baee46e0adee","species","Animalia","Insecta","Nola danii","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a8d9fb31-0fa7-4599-a392-8c15f86740e3","species","Animalia","Insecta","Aphytis confusus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"2340a3e9-a960-4f4e-b9e7-e8cb8aae0050","species","Animalia","Insecta","Aphytis equatorialis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"f7e1582a-6237-4bc5-8244-a4869c36d7ad","species","Animalia","Insecta","Aphytis longicaudus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"896fc5ae-aafa-4aca-b57e-d66c904fdc4b","species","Animalia","Insecta","Aphytis mytilaspidis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a247d9b5-9d56-4b71-9018-b2862023fbe7","species","Animalia","Insecta","Aphytis pilosus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"6027f9c8-9826-4048-999e-42b2052e5ae3","species","Animalia","Insecta","Aphytis theae","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"8ae9fe4f-6dd8-49bc-9def-be0edc75726d","species","Animalia","Malacostraca","Zozymodes pumilus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"1129ed44-9e04-4b70-94da-3e7ca9fae26a","species","Animalia","Insecta","Stigmatomma luyiae","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"7cc7dd53-8e09-4e92-895d-5c42fcdcbeda","species","Animalia","Insecta","Hydrovatus remotus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"aa51dffb-f9ee-488f-b669-4cc473c972de","species","Animalia","Insecta","Hydrovatus stridulus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"6d77b9f2-14c0-4a89-bbe0-426d192eeba6","species","Animalia","Insecta","Palumbina oxyprora","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"6ca579db-fdaf-4b35-8899-f4db2cee1b06","species","Animalia","Insecta","Palumbina acerosa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"c6173da7-9e08-4109-ae4a-4fe2eef86d14","species","Animalia","Malacostraca","Gaetice ungulatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"c0e99189-96b3-4040-9a56-b7ce2a5912c2","species","Animalia","Malacostraca","Psopheticus musicus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ef849ebf-7d62-4a5a-a4bd-f8d868acbd0a","species","Animalia","Insecta","Targalla silvicola","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"0fa5aa11-6ac5-4ba9-82ae-198f283dfee9","species","Animalia","Insecta","Ades luzonicus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"475c12a3-1d6d-4adc-97ca-dde11fca55a8","species","Animalia","Insecta","Clerotilia cheni","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"2a3fdaf9-eb4b-4d0b-ae81-eef9ef24c8b1","species","Animalia","Insecta","Clerotilia jungchani","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3cdcce3e-d405-4392-b4d7-bd4addf9f99a","species","Animalia","Insecta","Clerotilia meihuai","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"aee59f1f-5580-4c16-a88a-ab55d11a847b","species","Animalia","Insecta","Clerotilia tsoui","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"7c7f6f25-dbef-402c-8c8d-ff9286e10fa4","species","Animalia","Insecta","Clerotilia wulaiensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"aae4c039-5c47-40d6-8d73-3450db625b00","species","Animalia","Insecta","Clerotilia yuae","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"230a163e-3f61-4f72-ade7-c92d273f4b6b","species","Animalia","Insecta","Neocalyptis liratana","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3d141191-794b-42df-a376-f16c27398e98","species","Animalia","Insecta","Neocalyptis owadai","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"49bf9fa4-2b90-4163-a4ea-41f0b9b7b210","species","Animalia","Insecta","Helota yehi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"2474adf7-71ff-4469-b481-4178449c8d50","species","Animalia","Insecta","Stictane imorod","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"47f5e7fe-c11f-46b1-908f-a83759e9a5c7","species","Animalia","Insecta","Borbonalia wangtaichuani","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"f567ca5d-33cf-49f6-95b6-f363443ca235","species","Animalia","Insecta","Borbonalia tienchihica","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"6c99062e-004b-4b94-9c7c-0ed7d77d36f7","species","Animalia","Insecta","Borbonalia chanmeilingae","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3790c324-6c95-4b68-847b-1e39a4479cb7","species","Animalia","Insecta","Borbonalia barclayi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"c22a2d2c-f94d-474e-ba6b-d761be9a6546","species","Animalia","Insecta","Borbonalia ewersi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"0e5623dc-4a63-4ca8-b184-2d58a8ba9caa","species","Animalia","Insecta","Rhaphuma niisatoi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"7f363f68-0d4e-46d7-a4a6-7284bcafe12d","species","Animalia","Insecta","Bolcocius granulosus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"dc1089d5-b1a5-438f-9ac7-f2789bf178f9","species","Animalia","Insecta","Odontoxyomus nanxiensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"448b6b5d-d215-4a00-9933-0a810ce0d760","species","Animalia","Insecta","Aclees aenigmaticus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"59a9bd81-39c3-441d-b164-54e6ebe8d091","species","Animalia","Insecta","Lemula aequipilosa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"27fa0add-a000-45e0-b012-d5ea7bd83e20","species","Animalia","Insecta","Lemula nitidiuscula","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a655b557-649a-40a8-9033-5823e89f6e27","species","Animalia","Insecta","Lemula formosana","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a655b557-649a-40a8-9033-5823e89f6e27","species","Animalia","Insecta","Lemula formosana","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3dba9723-51de-4d6c-b9cb-00607d79a697","species","Animalia","Insecta","Trioza acuminatissima","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"6bc5518a-92fa-4ace-bd6c-a745a4d2ea9a","species","Animalia","Malacostraca","Pleistacantha maxima","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"dbdde48e-4c67-4f8c-a44a-1dec631dbc45","species","Animalia","Insecta","Mosopia renipunctum","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"66da84ba-4649-46ad-97c7-f82953e29813","species","Animalia","Malacostraca","Neosarmatium smithi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"40fcd965-063e-46c3-8fbe-1f88d89f2aa3","species","Animalia","Insecta","Athetis cognata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e56d1070-a3ee-4255-bb9c-ece331ea7890","species","Animalia","Insecta","Athetis obtusa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ccf0f0d6-16bd-43f8-964e-de1897da2c63","species","Animalia","Malacostraca","Metopograpsus frontalis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"66f33dd9-ca27-48ac-a09f-841660d3b361","species","Animalia","Malacostraca","Metopograpsus latifrons","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ba530a3e-261c-41d8-ad03-43182045cf42","species","Animalia","Malacostraca","Metopograpsus quadridentatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"956d8602-53b7-4afb-be0a-bafc3092c078","species","Animalia","Insecta","Ameletus camtschaticus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e5dadfcc-cccf-4f34-b584-7d9eb2703718","species","Animalia","Insecta","Clelea simplicior","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"7583bf52-661b-41c1-8b19-ce51d6f6c184","species","Animalia","Malacostraca","Rochinia kagoshimensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"1563c085-0a90-4ba1-b090-9b0325a76b55","species","Animalia","Malacostraca","Rochinia strangeri","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"d1dfa05e-2771-4d47-b3a2-86391760090a","species","Animalia","Insecta","Coelostoma phallicum","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"bc99df4c-6427-4ecc-8256-0a6c307828c9","species","Animalia","Insecta","Coelostoma taiwanense","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"53142471-5e18-4366-8bd4-925cfd84dca5","species","Animalia","Insecta","Coelostoma wui","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"354807b9-9dbd-4af9-8dd7-04660a017ea4","species","Animalia","Insecta","Takapsestis xicun","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5bf59167-d8ba-483d-9b96-e86e771d2c6b","species","Animalia","Insecta","Cephalomalthinus simplicicornis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"cc1ddd35-d5b2-4f1e-b9a7-3e7ab535917f","species","Animalia","Malacostraca","Palaemon debilis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"51cdce74-a36d-458a-bb4b-783ba21e10d2","species","Animalia","Insecta","Condica fuliginosa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e2a66896-3346-43cf-b98b-95fd4c236c10","species","Animalia","Gastropoda","Elysia rufescens","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"952a3822-aba7-495e-be2e-ff513fd45f50","species","Animalia","Insecta","Paragona inchoata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"7a919250-a222-478e-be0a-a37ea9a86c8e","species","Animalia","Insecta","Stathmopoda stimulata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"56c87886-c5c7-41f1-946e-a81bf873b7c6","species","Animalia","Insecta","Stathmopoda vietnamella","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"f74ef77f-4fb2-4534-89da-5972e647be51","species","Animalia","Insecta","Dolichoctis badiadorsis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"4c30fce9-37d1-4e3c-8ac7-1e990521e29a","species","Animalia","Insecta","Dolichoctis dilatata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3fbffe4c-5112-4aab-a8af-0c1ab4886fe9","species","Animalia","Malacostraca","Euryxanthops flexidentatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"8efc4632-f633-4178-9068-3306b821fe52","species","Animalia","Malacostraca","Eucrate crenata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"1552551b-a23f-42ea-afb3-398dd06fb61d","species","Animalia","Malacostraca","Eucrate formosensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"dbf028af-bfd5-45e7-a050-bd0130f916b6","species","Animalia","Malacostraca","Parathranites granosus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"82c4c654-f61c-4f39-965d-d6acf7716eed","species","Animalia","Insecta","Nacna splendens","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ecfe293a-09bf-4878-af6d-36129318e4d1","species","Animalia","Insecta","Microvelia iriomotensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"31b0d494-ec5e-4825-bd8f-0a9d5dd75d33","species","Animalia","Insecta","Microvelia kyushuensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a77fa3d8-68bf-4a7e-a7ec-485b7310785f","species","Animalia","Malacostraca","Achaeus lacertosus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"55bae55a-e60e-4926-9da8-0615ea290e30","species","Animalia","Malacostraca","Arcania cornigera","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a2930f62-c831-49e7-8e09-44fb31dd1dd5","species","Animalia","Malacostraca","Arcania novemspinosa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a9433bf4-5efa-4727-8826-f26765f22aa9","species","Animalia","Malacostraca","Arcania tropicalis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"d362f0ae-3b88-4206-bc76-4673b1e0e815","species","Animalia","Insecta","Rhopobota toshimai","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"937cc2c6-0a03-447e-b6e8-143e8bc529e5","species","Animalia","Insecta","Rhopobota naevana","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"55fa1be3-c76d-4eb7-8cad-5a8c3f2c8b3d","species","Animalia","Insecta","Lyphia instriata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"cd61e3e5-a35d-4575-80e7-bed5ab3c67e6","species","Animalia","Insecta","Adoxophyes fasciata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ab562515-ba12-47ad-ad1c-8aba25a3283a","species","Animalia","Insecta","Adoxophyes flagrans","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"8e52e72a-882e-4f23-8462-123c3c379a03","species","Animalia","Insecta","Encarsia americana","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"488f37af-e0dc-45fb-8db1-5a3751f8ab12","species","Animalia","Insecta","Encarsia aurantii","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"750429c7-27d7-4247-8d43-39c6baceef06","species","Animalia","Insecta","Encarsia basicincta","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"00a8e03f-d357-4c70-b088-5c63c637a543","species","Animalia","Insecta","Encarsia berlesei","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"4a2bc159-3985-4fc3-8bb5-d39ca7ba486a","species","Animalia","Insecta","Encarsia brachyura","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5281e287-c782-4f75-a50b-09ebc01d564c","species","Animalia","Insecta","Encarsia confusa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"f68064da-9b39-49e7-a288-80f53803f7e9","species","Animalia","Insecta","Encarsia dispersa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ebcdc084-36cf-42d1-856a-5c972710e778","species","Animalia","Insecta","Encarsia fuzhouensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"27597d66-b3c7-430e-8ca7-21a83b6cec08","species","Animalia","Insecta","Encarsia perniciosi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"b9355b66-55af-4e35-8df5-4d9d7f6f64f6","species","Animalia","Insecta","Encarsia phaea","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"9abef029-5fa3-4f1e-91d0-6caf97fca975","species","Animalia","Malacostraca","Platymaia fimbriata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a2c343bc-21b0-477f-b732-70dd13fd9df9","species","Animalia","Insecta","Pangrapta pannosa","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"91fa3efd-0d9b-4b1b-84d7-ae55e5458a29","species","Animalia","Insecta","Pangrapta obscurata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3c96d468-2de5-4a67-bf40-5b9a064fd445","species","Animalia","Insecta","Britha pactalis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"236cdbfe-dfb7-4ab8-a7ba-9654dad59386","species","Animalia","Insecta","Griseothosea rufula","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"ba27af65-07ab-41f4-85a6-c05c149ede16","species","Animalia","Insecta","Xylosandrus borealis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"d63c4765-86a5-4940-b3d0-459448915b5e","species","Animalia","Insecta","Xylosandrus mesuae","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"480ce8bd-ce25-4455-b2e5-6130c10627b6","species","Animalia","Insecta","Doloessa ochrociliella","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"83f71398-11d2-498e-910f-02c5ea336f02","species","Animalia","Insecta","Derisemias kojimai","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"b268ff79-99f8-4507-9f3c-f63caf39dee0","species","Animalia","Insecta","Arbudas bilushenmu","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"565d5d29-2cc2-4b25-815d-623000761e10","species","Animalia","Insecta","Leiopsammodius chifengleei","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3c185ba6-dbe8-425e-91c3-220386924b2c","species","Animalia","Insecta","Gallerucida thoracica","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5a7f1ef0-b7ed-4b36-8f4b-83d2980af39b","species","Animalia","Malacostraca","Pseudomicippe tenuipes","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5e8b65d8-f0be-42f8-8fa7-0d6878892ed2","species","Animalia","Malacostraca","Lebbeus tosaensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"bc25d546-0d91-40ef-9c0e-43a460b5e650","species","Animalia","Malacostraca","Lebbeus quadratus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"04e8a027-f9a2-4ddf-9cfa-dd34267f9a36","species","Animalia","Malacostraca","Lebbeus brevirostris","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"44bac56e-fefe-4db6-aa89-aa5f1d5bc569","species","Animalia","Malacostraca","Lebbeus formosus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"83ac3b78-a42d-4f26-a79c-e15a7bd268e8","species","Animalia","Malacostraca","Lebbeus unguiculatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"3fc54cec-ea03-4e9d-9cd5-15bf10c996f6","species","Animalia","Insecta","Coccobius comperei","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"c4e5fee6-b8d5-434a-880f-fb56a2e2d548","species","Animalia","Insecta","Coccobius udakamundus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e9891ca1-f571-4789-800a-f6232759cbf2","species","Animalia","Insecta","Lema decempunctata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"03d25057-3f4f-42e9-b296-7224115bf6a3","species","Animalia","Insecta","Xyleborus bidentatus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"399a9484-41d1-4993-a4d4-426999a73ffb","species","Animalia","Insecta","Xyleborus mysticulus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"94272969-ff41-4e00-95c1-2d114a48c848","species","Animalia","Insecta","Chrysodeixis illuminata","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5e53c40c-885d-42f8-9ed0-a8b12bd0a2e0","species","Animalia","Malacostraca","Pentacheles validus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"859ad0f7-0264-477a-90f1-8e13b7602075","species","Animalia","Insecta","Obrium nitidum","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"a47528ee-03e9-491f-9808-c5eb877bfe3e","species","Animalia","Insecta","Obrium yamasakoi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"e469eee7-6ccc-4124-9d24-7f1dd20c9f71","species","Animalia","Insecta","Obrium anmashanum","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"14d8f3b7-37f8-49a3-b93e-c683357e43f5","species","Animalia","Insecta","Obrium rufograndum","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5d495839-dfb3-4308-b89f-4ed72231e077","species","Animalia","Insecta","Dolichoderus sibiricus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"5d51f373-35b0-4a80-80aa-12800bc0a490","species","Animalia","Insecta","Epicephala obovatella","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"01db47b7-d709-4cd5-80a2-0b9af72f98c0","species","Animalia","Insecta","Heterolocha satoi","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"43afe580-dd23-4501-a2d6-2552fe3c7345","species","Animalia","Insecta","Cryphalus itinerans","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"cd5c038c-0aa6-4698-8962-e335d2351438","species","Animalia","Insecta","Cryphalus morivorus","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"82f0bfd2-cd80-4de9-a39f-4305600c5d80","species","Animalia","Insecta","Cryphalus mangiferae","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"b78192bf-65c3-4227-882c-29d57e30dd0d","species","Animalia","Insecta","Sinotilla nigrothoracica","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"80b06e6f-08b2-4bb3-ab96-73f3bd8921cf","species","Animalia","Insecta","Mecodina subviolacea","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
"08cfe66d-9b45-47f8-8b2a-212ddc0b2578","species","Animalia","Insecta","Lucanus yulaoensis","未評估（NE, Not Evaluated）","","redlistTW_change_sp_output"
